temp_c,umidade,pressao,co2,radiacao,label,classe
15.63,62.2,100.81,1943,0.236,3,AR_CRITICO
23.3,37.8,101.39,702,0.302,0,NOMINAL
22.48,48.6,101.27,735,0.204,0,NOMINAL
24.41,25.4,97.48,724,0.484,0,NOMINAL
17.18,48.9,81.35,857,0.462,2,RISCO_DESPRESSURIZACAO
38.53,32.8,97.81,919,0.455,1,SOBRECARGA_TERMICA
21.72,55.7,102.66,3030,0.245,3,AR_CRITICO
23.29,45.1,98.37,574,0.346,0,NOMINAL
17.3,44.1,86.8,872,0.143,2,RISCO_DESPRESSURIZACAO
25.01,59.0,100.89,2725,0.427,3,AR_CRITICO
24.1,81.3,98.77,2124,0.404,3,AR_CRITICO
21.9,61.4,98.93,2770,0.485,3,AR_CRITICO
16.73,49.3,102.07,411,0.339,0,NOMINAL
37.21,39.8,99.12,888,0.384,1,SOBRECARGA_TERMICA
38.0,40.4,100.15,757,0.301,1,SOBRECARGA_TERMICA
49.32,42.6,98.88,1120,0.115,1,SOBRECARGA_TERMICA
26.15,62.6,99.92,2117,0.534,3,AR_CRITICO
19.53,70.9,101.89,3548,0.256,3,AR_CRITICO
18.53,52.7,101.14,826,0.455,0,NOMINAL
23.36,44.3,98.41,1856,0.164,3,AR_CRITICO
21.64,45.5,101.44,952,0.427,0,NOMINAL
27.08,61.9,97.47,2899,0.273,3,AR_CRITICO
27.46,43.5,100.36,696,0.241,0,NOMINAL
24.22,37.3,100.78,937,0.14,0,NOMINAL
5.89,62.9,92.7,769,0.684,2,RISCO_DESPRESSURIZACAO
17.56,56.2,87.72,1047,0.603,2,RISCO_DESPRESSURIZACAO
24.7,36.1,96.62,1400,0.303,0,NOMINAL
26.81,41.8,98.77,649,0.356,0,NOMINAL
19.66,32.4,100.19,812,0.351,0,NOMINAL
19.48,43.8,90.79,709,0.35,2,RISCO_DESPRESSURIZACAO
16.77,53.5,97.94,1021,0.278,0,NOMINAL
18.51,46.1,89.01,667,0.641,2,RISCO_DESPRESSURIZACAO
22.77,42.8,101.11,727,0.165,0,NOMINAL
18.29,52.5,85.86,761,0.539,2,RISCO_DESPRESSURIZACAO
43.02,39.9,101.35,1735,0.294,1,SOBRECARGA_TERMICA
35.1,36.7,99.38,1263,0.351,1,SOBRECARGA_TERMICA
14.87,30.3,81.87,355,0.307,2,RISCO_DESPRESSURIZACAO
18.26,56.4,100.5,3114,0.264,3,AR_CRITICO
20.58,59.7,98.48,2252,0.206,3,AR_CRITICO
22.31,39.6,85.81,751,0.368,2,RISCO_DESPRESSURIZACAO
38.24,35.8,104.03,889,0.392,1,SOBRECARGA_TERMICA
47.96,29.8,100.5,1328,0.293,1,SOBRECARGA_TERMICA
21.86,40.2,85.74,493,0.612,2,RISCO_DESPRESSURIZACAO
19.77,42.7,99.25,1150,0.118,0,NOMINAL
18.54,32.0,93.78,832,0.753,2,RISCO_DESPRESSURIZACAO
32.19,62.3,100.83,2163,0.393,3,AR_CRITICO
22.7,46.5,100.2,460,0.374,0,NOMINAL
38.3,26.0,95.59,587,0.185,1,SOBRECARGA_TERMICA
31.39,55.1,100.89,1849,0.356,3,AR_CRITICO
20.23,44.5,100.42,2372,0.284,3,AR_CRITICO
23.93,48.4,100.26,740,0.32,0,NOMINAL
18.17,45.1,100.96,486,0.293,0,NOMINAL
22.28,48.1,96.97,1134,0.146,0,NOMINAL
30.31,42.0,102.18,577,0.424,1,SOBRECARGA_TERMICA
18.93,44.1,94.05,1004,0.278,0,NOMINAL
23.36,34.5,101.49,725,0.231,0,NOMINAL
16.99,46.2,90.0,653,0.453,2,RISCO_DESPRESSURIZACAO
25.22,47.1,97.26,2071,0.436,3,AR_CRITICO
41.73,24.8,102.17,1204,0.355,1,SOBRECARGA_TERMICA
43.03,37.5,101.68,954,0.411,1,SOBRECARGA_TERMICA
20.11,33.5,95.53,1004,0.439,2,RISCO_DESPRESSURIZACAO
20.09,35.9,80.61,412,0.354,2,RISCO_DESPRESSURIZACAO
25.83,56.9,98.41,3199,0.355,3,AR_CRITICO
16.68,35.5,100.34,794,0.267,0,NOMINAL
23.16,27.4,100.76,494,0.337,0,NOMINAL
26.88,51.1,97.55,2690,0.266,3,AR_CRITICO
38.7,37.1,101.73,887,0.37,1,SOBRECARGA_TERMICA
21.54,59.6,100.41,617,0.231,0,NOMINAL
13.06,52.4,81.55,1034,0.628,2,RISCO_DESPRESSURIZACAO
24.48,57.8,99.8,1657,0.293,3,AR_CRITICO
35.4,58.3,97.69,1047,0.401,1,SOBRECARGA_TERMICA
25.08,36.2,102.04,1767,0.344,3,AR_CRITICO
19.46,48.7,98.36,739,0.313,0,NOMINAL
21.11,53.2,100.71,3313,0.26,3,AR_CRITICO
38.31,78.3,101.72,893,0.449,1,SOBRECARGA_TERMICA
21.47,35.3,89.11,780,0.322,2,RISCO_DESPRESSURIZACAO
22.03,36.9,102.2,2431,0.414,3,AR_CRITICO
18.91,45.3,88.42,813,0.595,2,RISCO_DESPRESSURIZACAO
25.33,56.2,104.71,3115,0.299,3,AR_CRITICO
22.79,56.2,102.32,685,0.124,0,NOMINAL
24.67,66.3,94.92,3816,0.342,3,AR_CRITICO
21.65,51.0,101.76,627,0.473,0,NOMINAL
17.34,50.3,84.25,1234,0.222,2,RISCO_DESPRESSURIZACAO
19.54,50.7,102.29,662,0.468,0,NOMINAL
42.85,41.6,103.06,1255,0.426,1,SOBRECARGA_TERMICA
23.67,35.6,85.56,895,0.509,2,RISCO_DESPRESSURIZACAO
17.56,50.5,102.76,573,0.197,0,NOMINAL
17.53,54.8,87.26,874,0.439,2,RISCO_DESPRESSURIZACAO
18.21,49.8,92.63,816,0.465,2,RISCO_DESPRESSURIZACAO
19.65,41.7,93.42,501,0.489,2,RISCO_DESPRESSURIZACAO
19.22,50.9,77.28,554,0.517,2,RISCO_DESPRESSURIZACAO
24.38,29.6,100.83,725,0.223,0,NOMINAL
26.36,60.7,101.3,1998,0.241,3,AR_CRITICO
18.96,48.4,76.63,666,0.5,2,RISCO_DESPRESSURIZACAO
22.05,58.7,105.32,2177,0.366,3,AR_CRITICO
16.46,40.0,89.22,682,0.541,2,RISCO_DESPRESSURIZACAO
17.61,48.6,100.59,909,0.309,0,NOMINAL
15.67,54.2,84.01,469,0.181,2,RISCO_DESPRESSURIZACAO
21.12,37.8,97.35,455,0.28,0,NOMINAL
16.16,54.6,85.21,661,0.446,2,RISCO_DESPRESSURIZACAO
27.05,68.6,82.5,645,0.519,2,RISCO_DESPRESSURIZACAO
20.44,33.9,100.51,629,0.179,0,NOMINAL
44.68,35.9,101.57,1099,0.234,1,SOBRECARGA_TERMICA
23.66,36.0,98.82,754,0.257,0,NOMINAL
42.33,38.8,100.73,1142,0.433,1,SOBRECARGA_TERMICA
25.48,38.2,80.08,642,0.381,2,RISCO_DESPRESSURIZACAO
23.77,57.7,99.87,2104,0.519,3,AR_CRITICO
20.88,37.2,99.27,571,0.315,0,NOMINAL
15.08,53.1,92.79,983,0.36,2,RISCO_DESPRESSURIZACAO
19.28,43.2,99.55,528,0.423,0,NOMINAL
39.42,53.0,99.83,1010,0.449,1,SOBRECARGA_TERMICA
39.73,17.3,98.29,638,0.423,1,SOBRECARGA_TERMICA
26.69,26.1,101.06,860,0.269,0,NOMINAL
27.83,58.8,102.88,2820,0.324,3,AR_CRITICO
27.0,54.2,101.0,2749,0.289,3,AR_CRITICO
27.04,53.0,101.45,2904,0.351,3,AR_CRITICO
26.61,47.2,99.04,1096,0.399,0,NOMINAL
30.99,61.5,101.14,2866,0.125,3,AR_CRITICO
38.17,38.8,98.8,1306,0.454,1,SOBRECARGA_TERMICA
16.14,51.8,83.7,763,0.05,2,RISCO_DESPRESSURIZACAO
19.44,40.8,85.91,846,0.565,2,RISCO_DESPRESSURIZACAO
21.11,42.6,97.59,745,0.489,0,NOMINAL
14.6,42.1,83.17,692,0.39,2,RISCO_DESPRESSURIZACAO
40.33,57.2,102.49,1047,0.349,1,SOBRECARGA_TERMICA
19.32,41.5,88.89,716,0.376,2,RISCO_DESPRESSURIZACAO
48.11,30.4,100.99,1037,0.234,1,SOBRECARGA_TERMICA
23.44,52.0,84.64,909,0.782,2,RISCO_DESPRESSURIZACAO
42.56,43.7,102.48,350,0.58,1,SOBRECARGA_TERMICA
29.99,68.8,99.44,2926,0.44,3,AR_CRITICO
51.75,43.7,101.73,640,0.313,1,SOBRECARGA_TERMICA
20.12,63.3,102.75,2155,0.318,3,AR_CRITICO
21.54,39.4,102.17,803,0.256,0,NOMINAL
43.83,14.1,102.3,871,0.306,1,SOBRECARGA_TERMICA
19.63,28.6,84.24,886,0.548,2,RISCO_DESPRESSURIZACAO
42.8,20.6,101.74,1379,0.373,1,SOBRECARGA_TERMICA
24.31,56.8,103.8,3087,0.5,3,AR_CRITICO
11.98,55.9,86.11,680,0.157,2,RISCO_DESPRESSURIZACAO
26.68,77.9,100.24,2420,0.264,3,AR_CRITICO
23.91,72.9,101.12,2600,0.168,3,AR_CRITICO
28.42,54.8,100.28,2948,0.265,3,AR_CRITICO
23.32,48.6,101.82,779,0.371,0,NOMINAL
24.54,49.1,99.91,817,0.261,0,NOMINAL
24.12,54.2,100.26,940,0.373,0,NOMINAL
21.0,43.0,97.84,924,0.34,0,NOMINAL
22.16,41.1,98.94,625,0.276,0,NOMINAL
14.89,30.2,88.56,717,0.623,2,RISCO_DESPRESSURIZACAO
41.14,30.1,101.57,884,0.342,1,SOBRECARGA_TERMICA
17.65,33.1,90.18,769,0.156,2,RISCO_DESPRESSURIZACAO
19.53,54.3,97.96,3636,0.307,3,AR_CRITICO
16.85,41.0,75.22,716,0.428,2,RISCO_DESPRESSURIZACAO
21.07,49.0,100.64,3230,0.265,3,AR_CRITICO
32.07,37.3,101.58,1145,0.323,1,SOBRECARGA_TERMICA
16.51,51.5,94.18,576,0.31,2,RISCO_DESPRESSURIZACAO
12.89,30.3,90.43,618,0.277,2,RISCO_DESPRESSURIZACAO
24.06,28.5,89.86,603,0.457,2,RISCO_DESPRESSURIZACAO
35.64,26.4,99.76,836,0.421,1,SOBRECARGA_TERMICA
25.38,49.0,99.93,699,0.156,0,NOMINAL
22.53,50.7,87.62,507,0.455,2,RISCO_DESPRESSURIZACAO
24.37,45.9,99.48,779,0.336,0,NOMINAL
18.11,48.4,100.42,631,0.162,0,NOMINAL
22.99,53.1,84.36,385,0.56,2,RISCO_DESPRESSURIZACAO
23.32,39.4,98.0,732,0.186,0,NOMINAL
9.23,40.0,87.3,770,0.68,2,RISCO_DESPRESSURIZACAO
38.2,40.1,102.24,903,0.234,1,SOBRECARGA_TERMICA
21.54,52.5,87.45,710,0.433,2,RISCO_DESPRESSURIZACAO
23.31,48.0,92.52,772,0.321,2,RISCO_DESPRESSURIZACAO
14.98,42.8,89.26,661,0.642,2,RISCO_DESPRESSURIZACAO
17.19,47.1,99.16,650,0.35,0,NOMINAL
34.99,55.6,101.92,1150,0.449,1,SOBRECARGA_TERMICA
17.26,38.7,84.05,654,0.502,2,RISCO_DESPRESSURIZACAO
22.72,58.4,100.15,597,0.382,0,NOMINAL
26.31,70.2,99.33,2383,0.29,3,AR_CRITICO
22.93,64.7,84.98,655,0.522,2,RISCO_DESPRESSURIZACAO
20.33,45.8,101.69,761,0.157,0,NOMINAL
26.04,69.0,102.29,3433,0.279,3,AR_CRITICO
45.2,27.3,101.88,931,0.304,1,SOBRECARGA_TERMICA
40.84,29.9,100.73,754,0.286,1,SOBRECARGA_TERMICA
9.64,50.1,83.8,1098,0.396,2,RISCO_DESPRESSURIZACAO
32.0,71.6,99.91,2580,0.281,3,AR_CRITICO
13.31,40.1,87.68,750,0.444,2,RISCO_DESPRESSURIZACAO
21.95,29.8,104.42,706,0.063,0,NOMINAL
22.2,57.9,99.93,710,0.311,0,NOMINAL
21.82,39.4,100.68,655,0.321,0,NOMINAL
27.16,45.3,103.39,793,0.492,0,NOMINAL
21.38,36.2,97.28,514,0.392,0,NOMINAL
27.8,57.1,102.66,2777,0.101,3,AR_CRITICO
22.54,55.2,100.16,864,0.478,0,NOMINAL
20.39,36.7,86.72,439,0.315,2,RISCO_DESPRESSURIZACAO
6.56,38.4,80.3,745,0.487,2,RISCO_DESPRESSURIZACAO
39.12,35.4,101.9,1159,0.222,1,SOBRECARGA_TERMICA
16.54,54.0,82.99,728,0.563,2,RISCO_DESPRESSURIZACAO
20.41,34.1,103.75,350,0.241,0,NOMINAL
37.31,40.1,97.66,1187,0.474,1,SOBRECARGA_TERMICA
20.16,45.7,87.64,736,0.142,2,RISCO_DESPRESSURIZACAO
27.12,75.4,100.68,2691,0.309,3,AR_CRITICO
45.62,39.9,101.02,967,0.162,1,SOBRECARGA_TERMICA
36.76,38.4,100.06,816,0.415,1,SOBRECARGA_TERMICA
18.34,52.4,82.22,464,0.59,2,RISCO_DESPRESSURIZACAO
18.59,32.9,86.54,812,0.265,2,RISCO_DESPRESSURIZACAO
22.75,54.1,100.99,813,0.463,0,NOMINAL
44.87,31.7,102.41,586,0.275,1,SOBRECARGA_TERMICA
30.54,76.0,101.87,1928,0.346,3,AR_CRITICO
35.65,27.7,103.64,1543,0.216,1,SOBRECARGA_TERMICA
26.96,51.6,94.94,3291,0.242,3,AR_CRITICO
22.89,47.5,100.02,694,0.271,0,NOMINAL
22.04,58.5,100.97,732,0.385,0,NOMINAL
32.0,82.2,100.47,1887,0.281,3,AR_CRITICO
24.88,67.1,101.78,2531,0.365,3,AR_CRITICO
17.13,40.7,92.14,862,0.589,2,RISCO_DESPRESSURIZACAO
29.17,63.4,102.67,2247,0.334,3,AR_CRITICO
25.62,53.8,98.19,2514,0.215,3,AR_CRITICO
30.15,71.8,103.22,2144,0.392,3,AR_CRITICO
21.46,40.1,99.03,670,0.271,0,NOMINAL
22.27,18.7,78.24,1149,0.564,2,RISCO_DESPRESSURIZACAO
25.13,64.1,102.61,2901,0.167,3,AR_CRITICO
21.07,39.1,99.13,886,0.234,0,NOMINAL
28.19,77.8,100.21,3162,0.374,3,AR_CRITICO
26.91,77.0,102.39,2586,0.245,3,AR_CRITICO
21.25,44.4,81.96,787,0.666,2,RISCO_DESPRESSURIZACAO
33.28,31.9,100.96,748,0.107,1,SOBRECARGA_TERMICA
18.6,47.5,103.17,610,0.257,0,NOMINAL
23.76,41.9,100.33,864,0.181,0,NOMINAL
41.52,55.1,101.77,1271,0.16,1,SOBRECARGA_TERMICA
10.77,48.7,84.08,525,0.7,2,RISCO_DESPRESSURIZACAO
25.03,68.6,97.57,2528,0.384,3,AR_CRITICO
22.76,45.0,88.01,775,0.546,2,RISCO_DESPRESSURIZACAO
19.08,37.7,84.85,680,0.189,2,RISCO_DESPRESSURIZACAO
26.09,55.2,99.31,622,0.244,0,NOMINAL
24.51,27.9,79.28,1200,0.829,2,RISCO_DESPRESSURIZACAO
17.75,36.1,81.63,442,0.104,2,RISCO_DESPRESSURIZACAO
29.82,64.8,96.11,2577,0.343,3,AR_CRITICO
43.42,20.7,99.78,747,0.51,1,SOBRECARGA_TERMICA
21.85,54.9,102.04,880,0.21,0,NOMINAL
37.42,30.6,99.14,834,0.327,1,SOBRECARGA_TERMICA
29.71,70.1,102.42,2314,0.43,3,AR_CRITICO
18.9,58.3,104.4,752,0.311,0,NOMINAL
15.99,41.3,102.54,781,0.254,0,NOMINAL
23.91,56.6,102.37,714,0.05,0,NOMINAL
23.48,48.1,99.93,1883,0.084,3,AR_CRITICO
42.28,39.0,100.53,865,0.274,1,SOBRECARGA_TERMICA
21.98,54.2,101.86,615,0.109,0,NOMINAL
23.0,41.7,99.83,540,0.297,0,NOMINAL
35.64,48.7,100.7,1126,0.382,1,SOBRECARGA_TERMICA
18.33,58.8,98.51,386,0.364,0,NOMINAL
26.89,36.1,98.99,657,0.391,0,NOMINAL
23.75,45.6,104.0,572,0.33,0,NOMINAL
25.12,41.8,98.62,3648,0.416,3,AR_CRITICO
25.69,51.5,100.96,2882,0.195,3,AR_CRITICO
34.92,44.9,102.93,689,0.192,1,SOBRECARGA_TERMICA
24.9,42.1,100.28,476,0.108,0,NOMINAL
42.35,32.7,98.18,1150,0.268,1,SOBRECARGA_TERMICA
34.95,45.1,102.74,1207,0.241,1,SOBRECARGA_TERMICA
18.34,33.8,101.98,522,0.28,0,NOMINAL
25.47,56.2,93.71,3299,0.274,3,AR_CRITICO
40.05,39.2,100.97,1045,0.393,1,SOBRECARGA_TERMICA
25.19,56.3,81.36,652,0.327,2,RISCO_DESPRESSURIZACAO
28.39,51.7,94.71,1072,0.433,0,NOMINAL
51.22,45.3,101.92,491,0.29,1,SOBRECARGA_TERMICA
18.51,47.6,87.02,662,0.824,2,RISCO_DESPRESSURIZACAO
28.05,49.1,102.51,2930,0.342,3,AR_CRITICO
23.3,48.0,104.45,621,0.327,0,NOMINAL
29.26,32.8,100.32,1010,0.414,0,NOMINAL
18.95,49.2,80.8,1030,0.288,2,RISCO_DESPRESSURIZACAO
19.68,68.0,99.96,2394,0.281,3,AR_CRITICO
26.34,74.9,100.62,2009,0.2,3,AR_CRITICO
45.54,41.7,101.63,350,0.273,1,SOBRECARGA_TERMICA
11.33,52.8,86.29,774,0.629,2,RISCO_DESPRESSURIZACAO
21.45,41.0,100.93,363,0.114,0,NOMINAL
20.15,54.2,88.23,764,0.276,2,RISCO_DESPRESSURIZACAO
41.97,40.6,100.84,1251,0.176,1,SOBRECARGA_TERMICA
25.93,31.2,96.45,1037,0.234,0,NOMINAL
14.82,44.2,99.77,868,0.26,0,NOMINAL
20.69,56.7,94.83,901,0.504,2,RISCO_DESPRESSURIZACAO
35.42,40.1,101.4,948,0.499,1,SOBRECARGA_TERMICA
20.85,40.3,102.19,716,0.296,0,NOMINAL
23.8,33.0,104.04,2888,0.25,3,AR_CRITICO
40.19,26.9,100.89,1302,0.32,1,SOBRECARGA_TERMICA
16.79,46.0,85.92,664,0.587,2,RISCO_DESPRESSURIZACAO
29.57,70.9,103.02,2614,0.502,3,AR_CRITICO
19.84,47.5,101.16,645,0.369,0,NOMINAL
22.83,71.0,101.51,2412,0.495,3,AR_CRITICO
27.25,80.7,97.32,2536,0.319,3,AR_CRITICO
14.36,54.3,81.24,873,0.449,2,RISCO_DESPRESSURIZACAO
21.55,43.3,99.35,2653,0.357,3,AR_CRITICO
36.53,49.7,102.19,1252,0.183,1,SOBRECARGA_TERMICA
37.81,52.1,95.84,1213,0.465,1,SOBRECARGA_TERMICA
23.18,54.4,102.62,744,0.549,0,NOMINAL
14.69,41.8,81.68,626,0.384,2,RISCO_DESPRESSURIZACAO
19.46,58.5,102.85,2510,0.366,3,AR_CRITICO
29.02,69.8,99.07,2541,0.324,3,AR_CRITICO
23.0,46.1,102.13,874,0.266,0,NOMINAL
23.88,48.5,101.55,928,0.376,0,NOMINAL
29.15,43.8,94.53,3190,0.361,3,AR_CRITICO
20.46,41.4,99.22,521,0.198,0,NOMINAL
38.33,36.2,102.44,660,0.297,1,SOBRECARGA_TERMICA
37.48,42.8,100.27,837,0.362,1,SOBRECARGA_TERMICA
20.56,59.6,101.52,1897,0.265,3,AR_CRITICO
22.32,49.2,102.78,1039,0.45,0,NOMINAL
29.55,45.3,102.24,790,0.435,0,NOMINAL
14.58,43.5,85.49,880,0.602,2,RISCO_DESPRESSURIZACAO
42.17,31.7,101.54,1075,0.185,1,SOBRECARGA_TERMICA
24.1,76.4,99.31,3037,0.339,3,AR_CRITICO
41.56,36.7,102.07,1252,0.283,1,SOBRECARGA_TERMICA
28.03,48.4,101.33,2504,0.144,3,AR_CRITICO
25.15,51.6,100.08,3067,0.58,3,AR_CRITICO
18.84,63.5,97.69,775,0.282,0,NOMINAL
21.0,47.0,101.77,800,0.167,0,NOMINAL
38.2,43.9,100.18,1280,0.2,1,SOBRECARGA_TERMICA
27.3,82.4,96.59,3331,0.185,3,AR_CRITICO
21.77,72.6,96.34,2719,0.136,3,AR_CRITICO
17.39,53.2,85.19,891,0.565,2,RISCO_DESPRESSURIZACAO
35.33,36.1,100.66,403,0.483,1,SOBRECARGA_TERMICA
24.2,58.7,101.54,2814,0.391,3,AR_CRITICO
36.21,33.3,101.88,913,0.495,1,SOBRECARGA_TERMICA
26.84,60.0,98.96,2474,0.256,3,AR_CRITICO
23.39,72.9,100.78,3078,0.239,3,AR_CRITICO
47.53,45.4,98.22,998,0.26,1,SOBRECARGA_TERMICA
23.73,55.6,102.4,2255,0.324,3,AR_CRITICO
23.74,45.6,102.84,744,0.414,0,NOMINAL
22.06,45.6,86.61,749,0.416,2,RISCO_DESPRESSURIZACAO
18.66,43.0,98.81,709,0.351,0,NOMINAL
37.96,62.8,101.33,731,0.279,1,SOBRECARGA_TERMICA
22.73,57.9,100.69,574,0.232,0,NOMINAL
39.52,33.3,100.53,648,0.124,1,SOBRECARGA_TERMICA
21.8,27.8,101.11,662,0.295,0,NOMINAL
15.0,58.0,100.62,857,0.264,0,NOMINAL
40.19,49.4,99.52,1861,0.26,1,SOBRECARGA_TERMICA
18.61,63.7,100.89,2064,0.298,3,AR_CRITICO
27.99,32.6,102.82,602,0.255,0,NOMINAL
26.7,66.3,102.43,2904,0.269,3,AR_CRITICO
19.96,49.2,103.46,4247,0.203,3,AR_CRITICO
25.93,67.2,102.66,2715,0.095,3,AR_CRITICO
18.11,29.5,89.32,350,0.273,2,RISCO_DESPRESSURIZACAO
41.23,28.7,97.24,1363,0.302,1,SOBRECARGA_TERMICA
24.75,57.2,102.34,2508,0.161,3,AR_CRITICO
21.01,49.9,102.75,581,0.238,0,NOMINAL
36.95,36.3,102.53,1105,0.166,1,SOBRECARGA_TERMICA
29.97,80.6,99.7,2304,0.12,3,AR_CRITICO
18.05,44.5,86.12,921,0.214,2,RISCO_DESPRESSURIZACAO
23.62,51.8,99.26,2183,0.386,3,AR_CRITICO
20.65,54.3,91.49,805,0.05,2,RISCO_DESPRESSURIZACAO
20.67,34.2,95.5,571,0.499,2,RISCO_DESPRESSURIZACAO
32.88,56.4,100.0,944,0.294,1,SOBRECARGA_TERMICA
22.66,43.7,101.1,374,0.56,0,NOMINAL
25.7,76.9,97.21,4106,0.307,3,AR_CRITICO
17.66,66.5,99.28,3551,0.233,3,AR_CRITICO
21.29,42.2,100.47,715,0.44,0,NOMINAL
17.12,43.1,85.88,1061,0.69,2,RISCO_DESPRESSURIZACAO
22.71,50.5,96.45,1270,0.322,0,NOMINAL
24.79,51.3,102.52,2027,0.052,3,AR_CRITICO
27.7,73.3,100.21,1951,0.291,3,AR_CRITICO
15.65,54.0,83.27,753,0.273,2,RISCO_DESPRESSURIZACAO
19.51,46.3,92.3,527,0.588,2,RISCO_DESPRESSURIZACAO
25.76,75.1,101.64,3051,0.32,3,AR_CRITICO
14.93,52.2,81.91,619,0.614,2,RISCO_DESPRESSURIZACAO
20.4,53.9,98.35,694,0.355,0,NOMINAL
44.28,30.6,95.07,1224,0.507,1,SOBRECARGA_TERMICA
19.18,46.8,83.43,781,0.719,2,RISCO_DESPRESSURIZACAO
23.38,56.8,99.91,706,0.248,0,NOMINAL
23.46,66.1,100.14,2359,0.304,3,AR_CRITICO
17.3,43.5,94.72,938,0.224,0,NOMINAL
28.42,59.5,100.18,820,0.148,0,NOMINAL
34.92,28.8,97.69,1441,0.412,1,SOBRECARGA_TERMICA
21.13,50.3,100.44,2192,0.282,3,AR_CRITICO
40.42,35.9,102.61,874,0.175,1,SOBRECARGA_TERMICA
19.14,39.5,86.33,524,0.501,2,RISCO_DESPRESSURIZACAO
27.57,51.7,99.84,3264,0.344,3,AR_CRITICO
38.99,47.8,100.1,580,0.271,1,SOBRECARGA_TERMICA
15.81,44.5,85.9,703,0.43,2,RISCO_DESPRESSURIZACAO
32.15,34.3,102.98,2018,0.306,3,AR_CRITICO
27.04,57.6,99.87,1962,0.276,3,AR_CRITICO
20.35,44.5,86.13,551,1.008,2,RISCO_DESPRESSURIZACAO
17.47,32.7,79.7,867,0.351,2,RISCO_DESPRESSURIZACAO
41.71,41.1,99.59,1284,0.308,1,SOBRECARGA_TERMICA
26.85,47.6,103.05,585,0.402,0,NOMINAL
19.74,45.0,103.56,724,0.353,0,NOMINAL
13.29,54.8,83.29,609,0.357,2,RISCO_DESPRESSURIZACAO
28.25,58.4,95.22,2651,0.172,3,AR_CRITICO
38.94,43.3,102.74,749,0.301,1,SOBRECARGA_TERMICA
44.21,51.4,98.74,913,0.367,1,SOBRECARGA_TERMICA
48.84,51.1,103.22,932,0.333,1,SOBRECARGA_TERMICA
20.29,49.3,100.13,565,0.138,0,NOMINAL
21.7,42.8,100.34,575,0.23,0,NOMINAL
23.46,69.7,101.52,3291,0.272,3,AR_CRITICO
22.48,64.5,98.09,2584,0.107,3,AR_CRITICO
24.8,62.5,100.94,3622,0.247,3,AR_CRITICO
42.2,27.0,102.79,1183,0.286,1,SOBRECARGA_TERMICA
21.2,32.0,94.58,1271,0.23,0,NOMINAL
34.41,50.2,98.53,2887,0.322,3,AR_CRITICO
35.35,37.8,99.58,806,0.398,1,SOBRECARGA_TERMICA
34.41,26.7,96.65,1296,0.2,1,SOBRECARGA_TERMICA
29.83,51.0,91.09,712,0.686,2,RISCO_DESPRESSURIZACAO
20.04,61.2,102.26,638,0.232,0,NOMINAL
20.22,67.2,101.58,2287,0.273,3,AR_CRITICO
23.76,36.8,97.73,2575,0.14,3,AR_CRITICO
28.56,65.4,94.66,3808,0.257,3,AR_CRITICO
23.65,61.5,94.88,2784,0.191,3,AR_CRITICO
24.05,75.3,103.63,2990,0.248,3,AR_CRITICO
31.51,49.4,104.75,2313,0.188,3,AR_CRITICO
27.18,48.5,95.6,953,0.386,0,NOMINAL
16.58,39.0,89.89,801,0.513,2,RISCO_DESPRESSURIZACAO
24.58,54.6,99.58,2663,0.314,3,AR_CRITICO
13.61,60.6,87.74,721,0.372,2,RISCO_DESPRESSURIZACAO
26.1,37.1,99.55,2408,0.336,3,AR_CRITICO
37.8,51.8,95.96,1524,0.185,1,SOBRECARGA_TERMICA
21.11,55.4,101.32,659,0.307,0,NOMINAL
25.32,55.9,94.77,3160,0.227,3,AR_CRITICO
28.23,67.0,100.42,350,0.324,0,NOMINAL
39.35,54.4,99.76,921,0.22,1,SOBRECARGA_TERMICA
22.52,46.8,101.55,823,0.338,0,NOMINAL
18.16,46.7,85.62,981,0.214,2,RISCO_DESPRESSURIZACAO
43.74,33.6,102.27,481,0.16,1,SOBRECARGA_TERMICA
19.48,35.0,101.86,659,0.328,0,NOMINAL
26.08,31.5,98.66,881,0.12,0,NOMINAL
45.18,28.0,99.95,1191,0.317,1,SOBRECARGA_TERMICA
24.11,44.0,101.57,728,0.41,0,NOMINAL
35.35,41.0,99.18,1165,0.2,1,SOBRECARGA_TERMICA
22.07,59.1,96.94,2264,0.308,3,AR_CRITICO
23.95,49.7,103.33,556,0.287,0,NOMINAL
17.23,40.9,100.85,722,0.222,0,NOMINAL
21.16,62.8,103.59,2763,0.268,3,AR_CRITICO
10.59,51.6,84.72,997,0.275,2,RISCO_DESPRESSURIZACAO
23.91,49.0,101.46,1074,0.17,0,NOMINAL
21.32,41.5,83.72,780,0.618,2,RISCO_DESPRESSURIZACAO
18.68,28.9,98.19,714,0.139,0,NOMINAL
27.47,50.4,102.26,3596,0.366,3,AR_CRITICO
20.0,68.8,100.22,2569,0.341,3,AR_CRITICO
38.35,41.6,98.84,1255,0.401,1,SOBRECARGA_TERMICA
25.51,46.1,95.24,776,0.127,0,NOMINAL
30.05,51.4,98.84,2236,0.279,3,AR_CRITICO
22.47,32.9,99.07,854,0.26,0,NOMINAL
22.24,45.2,93.49,386,0.245,2,RISCO_DESPRESSURIZACAO
23.59,73.6,102.98,3177,0.11,3,AR_CRITICO
23.09,48.8,103.19,686,0.53,0,NOMINAL
